MANDT,POSTYPE,MATNR,OWNER,OWNER_ROLE,BATCH,CAT,STOCK_DOCCAT,STOCK_DOCNO,STOCK_ITMNO,STOCK_USAGE,ENTITELED,ENTITLED_ROLE,COO,QUAN,UNIT,HUTYP,LGPLA,GR_DATE,GR_TIME,VFDAT,PMAT,EXTNO,HUIDENT,PARHUIDENT,TOPHUIDENT,ROW,REFROW,G_WEIGHT,N_WEIGHT,UNIT_GW,T_WEIGHT,UNIT_TW,G_VOLUME,N_VOLUME,UNIT_GV,T_VOLUME,UNIT_TV,G_CAPA,N_CAPA,T_CAPA,LENGTH,WIDTH,HEIGHT,UNIT_LWH,MAX_WEIGHT,TOLW,TARE_VAR,MAX_VOLUME,TOLV,CLOSED_PACKAGE,MAX_CAPA,MAX_LENGTH,MAX_WIDTH,MAX_HEIGHT,UNIT_MAX_LWH,SERNR,CWQUAN,CWUNIT,CWEXACT,LOGPOS,UII,DUMMY_ISU,ZEUGN,AMOUNT_LC
100,1,,,,,,,,,,,,,,,L3,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,30725325,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,18,PCE,,HIGH BAY BIN,20140604,122033,20140604,,,1.621E+13,,1.621E+13,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L3,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,30725325,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,18,PCE,,HIGH BAY BIN,20140604,122024,20140604,,,1.621E+13,,1.621E+13,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L3,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,30725325,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,18,PCE,,HIGH BAY BIN,20140604,122040,20140604,,,1.621E+13,,1.621E+13,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298624,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,60,PCE,,HIGH BAY BIN,20141215,125121,20141215,,,1.621E+13,,1.621E+13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298626,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,110,PCE,,HIGH BAY BIN,20141215,125149,20141215,,,1.621E+13,,1.621E+13,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298628,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,110,PCE,,HIGH BAY BIN,20141215,124934,20141215,,,1.621E+13,,1.621E+13,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L3,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298618,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,900,PCE,,HIGH BAY BIN,20150105,133736,20150105,,,1.621E+13,,1.621E+13,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L3,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31375104,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,8160,PCE,,HIGH BAY BIN,20150126,150335,20150126,,,1.621E+13,,1.621E+13,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L4,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31375891,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,8120,PCE,,HIGH BAY BIN,20150126,150419,20150126,,,1.621E+13,,1.621E+13,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L3,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31375111,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,8160,PCE,,HIGH BAY BIN,20150126,150520,20150126,,,1.621E+13,,1.621E+13,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,N718E011688949,,N718E011688949,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298620,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,900,PCE,,HIGH BAY BIN,20150210,92111,20150210,,,N718E011688949,,N718E011688949,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298568,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,163435,20150217,,,1.621E+13,,1.621E+13,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298562,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,163534,20150217,,,1.621E+13,,1.621E+13,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298558,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,163650,20150217,,,1.621E+13,,1.621E+13,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298560,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,163719,20150217,,,1.621E+13,,1.621E+13,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298640,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,163811,20150217,,,1.621E+13,,1.621E+13,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298632,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,150,PCE,,HIGH BAY BIN,20150217,163838,20150217,,,1.621E+13,,1.621E+13,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298566,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,164120,20150217,,,1.621E+13,,1.621E+13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298570,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,164217,20150217,,,1.621E+13,,1.621E+13,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298630,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,160,PCE,,HIGH BAY BIN,20150217,164246,20150217,,,1.621E+13,,1.621E+13,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298644,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,164410,20150217,,,1.621E+13,,1.621E+13,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298648,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,164439,20150217,,,1.621E+13,,1.621E+13,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298636,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,164528,20150217,,,1.621E+13,,1.621E+13,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298564,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,164753,20150217,,,1.621E+13,,1.621E+13,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298652,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,165855,20150217,,,1.621E+13,,1.621E+13,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298650,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,170409,20150217,,,1.621E+13,,1.621E+13,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298646,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,165757,20150217,,,1.621E+13,,1.621E+13,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298642,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,170556,20150217,,,1.621E+13,,1.621E+13,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298638,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,165646,20150217,,,1.621E+13,,1.621E+13,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298634,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,200,PCE,,HIGH BAY BIN,20150217,165725,20150217,,,1.621E+13,,1.621E+13,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L2,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31375111,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,2240,PCE,,HIGH BAY BIN,20150220,95935,20150220,,,1.621E+13,,1.621E+13,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,N718E011775484,,N718E011775484,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298574,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,250,PCE,,HIGH BAY BIN,20150518,140918,20150518,,,N718E011775484,,N718E011775484,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298572,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,250,PCE,,HIGH BAY BIN,20150603,103000,20150603,,,1.621E+13,,1.621E+13,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298570,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,300,PCE,,HIGH BAY BIN,20150608,135336,20150608,,,1.621E+13,,1.621E+13,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L5,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,6763907,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,179,PCE,,HIGH BAY BIN,20150810,152254,20150810,,,1.621E+13,,1.621E+13,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31375841,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,1440,PCE,,HIGH BAY BIN,20150928,74017,20150928,,,1.621E+13,,1.621E+13,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L1,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,31375834,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,960,PCE,,HIGH BAY BIN,20150928,74326,20150928,,,1.621E+13,,1.621E+13,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,L3,HIGH BAY BIN,,,,8289999,X,1.621E+13,,1.621E+13,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,41,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,170,PCE,,HIGH BAY BIN,20160114,84201,20160114,,,1.621E+13,,1.621E+13,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,N718E011982014,,N718E011982014,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298578,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,1200,PCE,,HIGH BAY BIN,20160121,100934,20160121,,,N718E011982014,,N718E011982014,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,N718E011982017,,N718E011982017,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,1298578,BP1101EWM,BP,,F2,,,,,BP1101EWM,BP,,600,PCE,,HIGH BAY BIN,20160121,100934,20160121,,,N718E011982017,,N718E011982017,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,,,,,,,,,,,,,,,K1,HIGH BAY BIN,,,,8289999,X,N718E011982026,,N718E011982026,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
